timestamp,open,high,low,close,volume,buy_vol,sell_vol
1778976000000,101.59,101.61,101.3,101.57,0.0,0.0,0.0
1778979600000,101.57,101.58,101.26,101.29,0.0,0.0,0.0
1778983200000,101.29,101.74,101.17,101.56,0.0,0.0,0.0
1778986800000,101.56,101.61,101.41,101.5,0.0,0.0,0.0
1778990400000,101.5,101.51,101.29,101.29,0.0,0.0,0.0
1778994000000,101.29,101.44,101.08,101.44,0.0,0.0,0.0
1778997600000,101.43,101.5,101.39,101.46,0.0,0.0,0.0
1779001200000,101.46,101.57,101.19,101.26,0.0,0.0,0.0
1779004800000,101.26,101.49,101.15,101.44,0.0,0.0,0.0
1779008400000,101.45,101.49,101.25,101.33,0.0,0.0,0.0
1779012000000,101.33,101.45,101.16,101.33,0.0,0.0,0.0
1779015600000,101.33,101.51,101.25,101.44,0.0,0.0,0.0
1779019200000,101.43,101.7,101.43,101.68,0.0,0.0,0.0
1779022800000,101.67,101.86,101.67,101.85,0.0,0.0,0.0
1779026400000,101.84,101.95,101.69,101.88,0.0,0.0,0.0
1779030000000,101.88,101.9,101.61,101.77,0.0,0.0,0.0
1779033600000,101.77,101.91,101.49,101.52,0.0,0.0,0.0
1779037200000,101.52,101.85,101.52,101.79,0.0,0.0,0.0
1779040800000,101.79,101.87,101.68,101.81,0.0,0.0,0.0
1779044400000,101.81,101.85,101.4,101.55,0.0,0.0,0.0
1779048000000,101.55,101.93,101.51,101.9,0.0,0.0,0.0
1779051600000,101.89,101.91,101.35,101.41,0.0,0.0,0.0
1779055200000,101.41,102.85,101.41,102.17,0.0,0.0,0.0
1779058800000,102.17,102.7,102.17,102.41,0.0,0.0,0.0
1779062400000,102.4,103.2,101.87,102.93,0.0,0.0,0.0
1779066000000,102.92,104.27,102.58,103.24,0.0,0.0,0.0
1779069600000,103.24,103.65,103.08,103.18,0.0,0.0,0.0
1779073200000,103.18,103.38,103.06,103.1,0.0,0.0,0.0
1779076800000,103.1,103.25,102.91,103.07,0.0,0.0,0.0
1779080400000,103.08,103.18,102.45,102.8,0.0,0.0,0.0
1779084000000,102.8,103.38,102.75,102.85,0.0,0.0,0.0
1779087600000,102.85,102.9,101.53,102.16,0.0,0.0,0.0
1779091200000,102.16,102.39,101.56,101.78,0.0,0.0,0.0
1779094800000,101.78,102.48,101.65,102.17,0.0,0.0,0.0
1779098400000,102.18,102.56,102.07,102.45,3433017.317,1799869.921,1633147.396
1779102000000,102.44,103.2,99.99,100.81,2477200.2690000003,1333497.053,1143703.216
1779105600000,100.82,101.55,98.6,99.06,25616870.383,11798086.232,13818784.151
1779109200000,99.05,100.23,98.93,99.59,25204621.792999998,11970566.303,13234055.49
1779112800000,99.59,102.29,99.56,102.17,24242728.632,12809275.984,11433452.648
1779116400000,102.16,103.1,102.02,102.8,14158116.07,7633004.749,6525111.321
1779120000000,102.8,103.55,102.64,102.86,12796613.777,6551759.076,6244854.701
1779123600000,102.85,103.07,102.16,102.99,8641824.440000001,4002048.791,4639775.649
1779127200000,102.99,105.04,102.98,104.58,3855677.531,1928653.434,1927024.097
1779130800000,104.58,104.72,101.35,102.0,12972982.154,7436776.458,5536205.696
1779134400000,101.99,102.56,101.1,102.49,28447034.181,13717219.831,14729814.35
1779138000000,102.5,102.52,101.9,102.28,4487909.84,2353653.594,2134256.246
1779141600000,102.28,102.56,102.12,102.43,1856689.0210000002,779224.073,1077464.948
1779145200000,102.42,102.45,102.2,102.24,2261147.635,1225493.179,1035654.456
1779148800000,102.24,102.68,102.17,102.43,1630028.9810000001,677608.148,952420.833
1779152400000,102.42,102.95,102.2,102.46,2849214.9699999997,1395620.879,1453594.091
1779156000000,102.47,103.08,102.4,102.87,3832600.224,1951255.51,1881344.714
1779159600000,102.87,103.1,102.63,102.81,2775051.824,1744102.16,1030949.664
1779163200000,102.8,102.89,102.58,102.63,1243585.599,571610.583,671975.016
1779166800000,102.63,103.43,102.57,103.1,970626.5090000001,558681.025,411945.484
1779170400000,103.11,103.78,102.74,103.67,2763452.749,1557827.581,1205625.168
1779174000000,103.67,103.94,103.03,103.15,3877897.4400000004,1890065.735,1987831.705
1779177600000,103.14,103.79,103.03,103.24,7334603.047,3305794.019,4028809.028
1779181200000,103.23,103.54,102.44,102.8,4675510.827,2130744.901,2544765.926
1779184800000,102.8,104.15,102.74,103.39,3155334.666,1302473.77,1852860.896
1779188400000,103.39,104.05,103.38,103.91,8471582.175,4251872.137,4219710.038
1779192000000,103.92,103.94,103.22,103.48,2048823.468,979922.064,1068901.404
1779195600000,103.48,104.59,103.14,103.43,2303783.99,1220618.583,1083165.407
1779199200000,103.44,103.8,102.6,103.5,13556762.179,7504085.193,6052676.986
1779202800000,103.5,103.87,102.97,103.81,12149896.89,5508278.731,6641618.159
1779206400000,103.8,104.05,103.48,103.65,3723218.282,1464635.46,2258582.822
1779210000000,103.68,104.04,103.28,103.46,2870954.692,1483249.017,1387705.675
1779213600000,103.45,104.78,103.14,104.58,2682318.039,1537653.588,1144664.451
1779217200000,104.57,104.58,104.06,104.43,5083452.394,2881040.66,2202411.734
1779220800000,104.43,104.52,103.92,103.97,1544952.997,717566.91,827386.087
1779224400000,103.97,104.15,103.76,103.87,1071847.862,638574.387,433273.475
1779228000000,103.86,104.31,103.83,104.19,589805.722,318207.426,271598.296
1779231600000,104.18,104.27,103.74,103.95,1598559.457,921343.391,677216.066
1779235200000,103.95,104.01,103.68,103.86,1326279.9640000002,634789.098,691490.866
1779238800000,103.85,104.44,103.15,103.63,1952036.779,1256225.105,695811.674
1779242400000,103.62,104.4,103.43,104.15,3710524.534,1884979.185,1825545.349
1779246000000,104.15,104.29,103.61,103.72,2531032.2369999997,1404594.599,1126437.638
1779249600000,103.72,104.01,103.38,103.94,2123213.7,880300.89,1242912.81
1779253200000,103.93,103.94,103.61,103.84,2846419.918,1469957.188,1376462.73
1779256800000,103.85,104.04,102.64,102.8,1343221.497,710792.367,632429.13
1779260400000,102.8,103.18,102.48,103.05,7057005.3780000005,3396811.801,3660193.577
1779264000000,103.04,103.09,101.79,102.06,4661745.524,2475640.672,2186104.852
1779267600000,102.08,102.72,101.68,102.36,6995990.895,3338390.943,3657599.952
1779271200000,102.36,102.5,100.93,101.53,4763617.821,2344565.121,2419052.7
1779274800000,101.53,102.79,101.47,102.54,8853871.762,4139102.932,4714768.83
1779278400000,102.54,102.63,100.78,101.67,5636339.006,3297160.702,2339178.304
1779282000000,101.67,102.33,101.31,102.3,8560133.681,3912620.424,4647513.257
1779285600000,102.29,102.83,99.51,100.5,6629164.129,3399320.701,3229843.428
