timestamp,open,high,low,close,volume,buy_vol,sell_vol
1778976000000,0.10931,0.1096,0.10881,0.10909,0.0,0.0,0.0
1778979600000,0.10909,0.10917,0.10802,0.10805,0.0,0.0,0.0
1778983200000,0.10805,0.10876,0.10802,0.10859,0.0,0.0,0.0
1778986800000,0.10859,0.10948,0.10859,0.10915,0.0,0.0,0.0
1778990400000,0.10914,0.10984,0.10908,0.10963,0.0,0.0,0.0
1778994000000,0.10964,0.11038,0.10959,0.10992,0.0,0.0,0.0
1778997600000,0.10993,0.11014,0.10941,0.10961,0.0,0.0,0.0
1779001200000,0.10962,0.11025,0.10951,0.11013,0.0,0.0,0.0
1779004800000,0.11013,0.11033,0.10972,0.1102,0.0,0.0,0.0
1779008400000,0.1102,0.11108,0.11008,0.111,0.0,0.0,0.0
1779012000000,0.111,0.11188,0.11097,0.11164,0.0,0.0,0.0
1779015600000,0.11165,0.1117,0.11113,0.11143,0.0,0.0,0.0
1779019200000,0.11144,0.11275,0.11142,0.11201,0.0,0.0,0.0
1779022800000,0.11201,0.11202,0.1109,0.11159,0.0,0.0,0.0
1779026400000,0.11158,0.11166,0.11046,0.11076,0.0,0.0,0.0
1779030000000,0.11075,0.11108,0.11022,0.1104,0.0,0.0,0.0
1779033600000,0.1104,0.11066,0.10985,0.11,0.0,0.0,0.0
1779037200000,0.11,0.11019,0.1095,0.10991,0.0,0.0,0.0
1779040800000,0.10991,0.11037,0.10956,0.11031,0.0,0.0,0.0
1779044400000,0.1103,0.11095,0.1103,0.11068,0.0,0.0,0.0
1779048000000,0.11067,0.11086,0.1104,0.11052,0.0,0.0,0.0
1779051600000,0.11052,0.11127,0.11031,0.11116,0.0,0.0,0.0
1779055200000,0.11116,0.11123,0.10923,0.10946,0.0,0.0,0.0
1779058800000,0.10946,0.10954,0.10536,0.10893,0.0,0.0,0.0
1779062400000,0.10892,0.109,0.10651,0.10694,0.0,0.0,0.0
1779066000000,0.10693,0.10705,0.10583,0.10669,0.0,0.0,0.0
1779069600000,0.10669,0.10717,0.10636,0.10663,0.0,0.0,0.0
1779073200000,0.10663,0.10714,0.10619,0.10656,0.0,0.0,0.0
1779076800000,0.10655,0.10694,0.10597,0.10682,0.0,0.0,0.0
1779080400000,0.10683,0.10704,0.10589,0.1061,0.0,0.0,0.0
1779084000000,0.10609,0.10622,0.10352,0.10468,0.0,0.0,0.0
1779087600000,0.10468,0.10498,0.10361,0.10425,0.0,0.0,0.0
1779091200000,0.10426,0.10465,0.10396,0.10435,0.0,0.0,0.0
1779094800000,0.10435,0.10445,0.1039,0.10401,0.0,0.0,0.0
1779098400000,0.10401,0.10443,0.1037,0.104,14606925.626600001,7276381.2361,7330544.3905
1779102000000,0.104,0.106,0.10374,0.105,16904577.681199998,7006578.7654,9897998.9158
1779105600000,0.105,0.10635,0.105,0.10627,38064373.5184,20172516.7678,17891856.7506
1779109200000,0.10628,0.10638,0.10407,0.10502,44017016.4715,22687581.6856,21329434.7859
1779112800000,0.10502,0.10502,0.10381,0.10418,52089892.5884,22857205.044,29232687.5444
1779116400000,0.10419,0.10439,0.10301,0.10387,45106060.891499996,22192288.2629,22913772.6286
1779120000000,0.10387,0.10435,0.10321,0.1036,52068846.7324,25499273.3855,26569573.3469
1779123600000,0.1036,0.10423,0.10345,0.10397,21132557.0058,9604029.2317,11528527.7741
1779127200000,0.10396,0.10403,0.10237,0.1026,11756851.0606,5956958.0264,5799893.0342
1779130800000,0.1026,0.10492,0.10255,0.1047,33664955.7695,11501100.7185,22163855.051
