timestamp,open,high,low,close,volume,buy_vol,sell_vol,delta,cvd,trades
1781692860000,1770.51,1772.0,1770.5,1771.85,3787.050000000011,1549.6799999999982,2237.37,-687.6900000000016,-687.6900000000016,452
1781692920000,1771.86,1772.0,1771.03,1771.52,4682.600000000003,2514.6500000000046,2167.9500000000007,346.7000000000039,-340.98999999999774,359
1781692980000,1771.52,1771.89,1771.11,1771.89,2942.3900000000076,1010.8799999999995,1931.5099999999982,-920.6299999999986,-1261.6199999999963,344
1781693040000,1771.88,1772.38,1771.67,1771.84,16782.469999999994,12535.840000000011,4246.630000000004,8289.210000000006,7027.59000000001,538
1781693100000,1771.84,1773.17,1771.5,1773.16,6179.410000000009,5111.8600000000015,1067.5499999999995,4044.310000000002,11071.900000000012,730
1781693160000,1773.17,1773.17,1772.24,1772.48,8041.080000000014,4203.610000000001,3837.470000000011,366.1399999999894,11438.04,506
1781693220000,1772.47,1772.71,1771.09,1771.6,6339.650000000003,1859.1599999999976,4480.489999999999,-2621.3300000000013,8816.71,488
1781693280000,1771.6,1771.97,1770.95,1770.96,6131.350000000015,2913.629999999999,3217.7200000000003,-304.09000000000106,8512.619999999999,389
1781693340000,1770.96,1771.33,1769.76,1771.33,15975.960000000066,5181.950000000009,10794.010000000026,-5612.060000000017,2900.559999999982,678
1781693400000,1771.32,1772.0,1770.42,1770.88,6175.199999999996,2358.9200000000037,3816.280000000003,-1457.3599999999992,1443.199999999983,573
1781693460000,1770.88,1771.73,1770.69,1771.18,5745.900000000013,1823.0499999999965,3922.8500000000013,-2099.8000000000047,-656.6000000000217,592
1781693520000,1771.18,1772.69,1770.39,1772.69,13937.670000000015,3606.2200000000003,10331.450000000008,-6725.230000000008,-7381.830000000029,741
1781693580000,1772.7,1772.9,1769.81,1769.98,10607.740000000042,3211.3699999999994,7396.370000000019,-4185.00000000002,-11566.830000000049,703
1781693640000,1769.97,1770.0,1768.84,1769.62,22671.27999999997,6436.510000000004,16234.769999999986,-9798.259999999982,-21365.090000000033,719
1781693700000,1769.62,1769.92,1768.8,1769.01,18371.110000000062,7229.670000000005,11141.440000000017,-3911.7700000000123,-25276.860000000044,633
1781693760000,1769.01,1769.01,1768.06,1768.28,28691.029999999944,10267.430000000015,18423.599999999988,-8156.169999999973,-33433.03000000001,1019
1781693820000,1768.28,1768.28,1767.13,1767.47,30042.959999999945,10580.210000000021,19462.749999999993,-8882.539999999972,-42315.569999999985,1160
1781693880000,1767.47,1768.29,1765.09,1766.91,94724.29999999983,24091.85000000001,70632.44999999998,-46540.59999999998,-88856.16999999995,1698
1781693940000,1766.92,1767.73,1766.25,1767.52,33371.57000000001,17564.620000000014,15806.950000000013,1757.67,-87098.49999999996,932
1781694000000,1767.52,1770.0,1767.51,1767.55,42684.86000000003,32133.359999999902,10551.500000000064,21581.85999999984,-65516.640000000116,1784
1781694060000,1767.9,1768.33,1767.2,1767.97,7150.790000000019,3889.200000000013,3261.5900000000024,627.6100000000106,-64889.03000000011,691
1781694060000,1767.55,1768.33,1766.72,1767.97,52540.77000000009,11375.830000000044,41164.93999999999,-29789.109999999942,-95305.75000000006,1400
1781694120000,1767.97,1767.97,1766.0,1766.12,22265.14999999996,10341.330000000033,11923.820000000005,-1582.4899999999725,-66471.52000000008,1205
1781694120000,1767.97,1767.97,1766.0,1766.12,22265.14999999996,10341.330000000033,11923.820000000005,-1582.4899999999725,-96888.24000000003,1205
1781694180000,1766.13,1766.56,1763.8,1764.68,96099.76999999948,17449.050000000057,78650.71999999988,-61201.66999999982,-158089.90999999986,2413
