timestamp,open,high,low,close,volume,buy_vol,sell_vol
1779408000000,77583.1,77599.5,77325.0,77344.2,121374938.8757,59294486.3187,62080452.557
1779411600000,77344.2,77639.7,77288.0,77582.4,163190605.01139998,92052719.8594,71137885.152
1779415200000,77582.4,77700.0,77543.9,77638.7,126824751.1889,80815073.027,46009678.1619
1779418800000,77638.7,77776.0,77633.2,77739.9,121679435.57210001,57148347.472,64531088.1001
1779422400000,77739.9,77866.6,77602.0,77615.2,95570947.3942,51682711.158,43888236.2362
1779426000000,77615.1,77686.4,77420.8,77453.1,149765913.7205,76852071.7805,72913841.94
1779429600000,77453.1,77492.9,77333.0,77392.8,123949440.9348,49680541.6447,74268899.2901
1779433200000,77392.7,77515.7,77220.0,77369.8,165514409.02460003,87933455.0691,77580953.9555
1779436800000,77369.8,77511.1,77171.7,77242.6,192364880.02539998,81123039.7714,111241840.254
1779440400000,77242.6,77340.7,77171.4,77277.7,187499327.4829,84138497.2198,103360830.2631
1779444000000,77277.8,77339.4,77228.1,77290.0,156952125.80900002,83852323.6182,73099802.1908
1779447600000,77289.9,77400.0,77140.0,77399.9,51843328.5688,26121956.0567,25721372.5121
1779451200000,77399.9,77549.9,77355.5,77499.0,118747451.57,52885763.3379,65861688.2321
1779454800000,77499.0,77518.0,77074.5,77250.0,179688446.8807,93766535.0885,85921911.7922
1779458400000,77249.9,77249.9,76715.1,76742.8,297078791.6422,143536242.5053,153542549.1369
1779462000000,76742.8,77022.1,76531.3,76765.0,547127012.9798,259446173.0319,287680839.9479
1779465600000,76765.1,76969.3,76738.0,76920.6,542265525.3185,290160824.3201,252104700.9984
1779469200000,76920.7,77091.3,76710.6,76712.5,143644319.001,69517683.6854,74126635.3156
1779472800000,76712.4,76871.4,76031.5,76500.0,236790663.49940002,101364323.1851,135426340.3143
1779476400000,76500.0,76554.7,75620.0,75830.4,561631979.7036,219794301.1784,341837678.5252
1779480000000,75830.4,76055.0,75775.1,75948.6,770049323.2046,326411000.9553,443638322.2493
1779483600000,75948.5,76050.1,75891.5,75935.9,233323445.97210002,110756378.8551,122567067.117
1779487200000,75935.8,75950.8,75428.6,75693.4,101126991.80590001,43453871.4899,57673120.316
1779490800000,75693.5,75848.0,75300.0,75508.7,302626011.3632,111696748.5513,190929262.8119
1779494400000,75508.7,75600.0,75180.0,75327.7,252716996.1613,125724192.3673,126992803.794
1779498000000,75327.7,75476.8,75301.6,75461.1,415406060.5211,183484720.8347,231921339.6864
1779501600000,75461.0,75552.7,75377.0,75538.6,163106709.0306,85626347.7719,77480361.2587
1779505200000,75538.6,75644.2,75519.9,75605.0,193726881.95389998,86952989.3,106773892.6539
1779508800000,75605.1,75612.6,75460.3,75504.6,79126826.91510001,42655136.2755,36471690.6396
1779512400000,75504.5,75527.4,75429.5,75449.8,112262987.5948,38874977.9506,73388009.6442
1779516000000,75449.9,75466.8,75343.0,75366.9,99017819.8109,57934039.5398,41083780.2711
1779519600000,75366.8,75405.6,74200.0,74576.3,73387264.5907,35825470.6012,37561793.9895
1779523200000,74576.3,74726.9,74301.1,74646.3,1216924752.1146998,498495916.4869,718428835.6278
1779526800000,74646.3,74732.0,74574.1,74621.8,575046262.4265001,297986234.4502,277060027.9763
1779530400000,74621.9,74760.1,74621.9,74678.3,144180862.98439997,76996165.6783,67184697.3061
1779534000000,74678.3,74850.0,74672.1,74753.9,117983423.9001,61405849.8498,56577574.0503
1779537600000,74753.9,74757.2,74621.7,74724.9,115033463.97240001,67353147.8358,47680316.1366
1779541200000,74724.8,75235.9,74714.0,75179.9,90608992.3829,39092770.1496,51516222.2333
1779544800000,75180.0,75652.4,75064.6,75491.0,480293846.53540003,286548365.4608,193745481.0746
1779548400000,75491.0,75640.0,75341.1,75482.7,458322229.105,261412988.8042,196909240.3008
1779552000000,75482.7,75607.2,75358.3,75401.1,345210141.37090003,152374952.2979,192835189.073
1779555600000,75401.2,75488.6,75326.3,75452.7,181841624.07599998,71630105.997,110211518.079
1779559200000,75452.8,75999.4,75425.3,75816.0,116504241.7887,64272688.7651,52231553.0236
